word	sense_number	usage_note	definition
s'auto-zoomer	1	[]	.
s'auto-voter	1	[]	.
s'auto-vérifier	1	[]	.
s'auto-ventiler	1	[]	.
s'auto-valider	1	[]	.
s'auto-tuer	1	[]	.
s'auto-transformer	1	[]	.
s'auto-traiter	1	[]	.
s'auto-télécharger	1	[]	.
s'auto-taxer	1	[]	.
s'auto-synchroniser	1	[]	.
s'auto-suggestionner	1	[]	.
s'auto-suggérer	1	[]	.
s'auto-sanctionner	1	[]	.
s'auto-saisir	1	[]	.
s'auto-saboter	1	[]	.
s'auto-responsabiliser	1	[]	.
s'auto-reproduire	1	[]	.
s'auto-réprimer	1	[]	.
s'auto-réprimander	1	[]	.
s'auto-répliquer	1	[]	.
s'auto-remercier	1		Se remercier soi-même.
s'auto-régulariser	1	[]	.
s'auto-réglementer	1	[]	.
s'auto-régénérer	1	[]	.
s'auto-réformer	1	[]	.
s'auto-référencer	1	[]	.
s'auto-réévaluer	1	[]	.
s'auto-rééduquer	1	[]	.
s'auto-réaliser	1	[]	.
s'auto-réajuster	1	[]	.
s'auto-rassurer	1	[]	.
s'auto-qualifier	1	[]	.
s'auto-publier	1	[]	.
s'auto-protéger	1	[]	.
s'auto-propulser	1	[]	.
s'auto-promouvoir	1	[]	.
s'auto-promotionner	1	[]	.
s'auto-produire	1	[]	.
s'auto-prodiguer	1	[]	.
s'auto-polluer	1	[]	.
s'auto-placer	1	[]	.
s'auto-pivoter	1	[]	.
s'auto-persuader	1	[]	.
s'auto-perfuser	1	[]	.
s'auto-pasticher	1	[]	.
s'auto-parodier	1	[]	.
s'auto-neutraliser	1	[]	.
s'auto-mystifier	1	[]	.
s'auto-mobiliser	1	[]	.
s'auto-menacer	1	[]	.
s'auto-manipuler	1	[]	.
s'auto-limiter	1	[]	.
s'auto-licencier	1	[]	.
s'auto-libérer	1	[]	.
s'auto-légitimer	1	[]	.
s'auto-justifier	1	[]	.
s'auto-juger	1	[]	.
s'auto-investir	1	[]	.
s'auto-intoxiquer	1	[]	.
s'auto-incrémenter	1	[]	.
s'auto-imposer	1	[]	.
s'auto-immuniser	1	[]	.
s'auto-illuminer	1		S'illuminer de soi-même, sans intervention extérieure.
s'auto-héberger	1	[]	.
s'auto-guider	1	[]	.
s'auto-gouverner	1	[]	.
s'auto-gérer	1	[]	.
s'auto-frapper	1	[]	.
s'auto-former	1	[]	.
s'auto-formatter	1	[]	.
s'auto-formater	1	[]	.
s'auto-flageller	1		Se flageller soi-même (au sens figuré : se critiquer violemment).
s'auto-filmer	1	[]	.
s'auto-fermer	1	[]	.
s'auto-féliciter	1	[]	.
s'auto-féconder	1	[]	.
s'auto-exclure	1	[]	.
s'auto-évaluer	1	[]	.
s'auto-érotiser	1	[]	.
s'auto-enrichir	1	[]	.
s'auto-engendrer	1	[]	.
s'auto-éliminer	1	[]	.
s'auto-éduquer	1	[]	.
s'auto-éditer	1	[]	.
s'auto-discipliner	1	[]	.
s'auto-diriger	1	[]	.
s'auto-digérer	1	[]	.
s'auto-détecter	1	[]	.
s'auto-désigner	1	[]	.
s'auto-déprécier	1	[]	.
s'auto-dépasser	1	[]	.
s'auto-dénigrer	1	[]	.
s'auto-délivrer	1	[]	.
s'auto-définir	1	[]	.
s'auto-défendre	1	[]	.
s'auto-décréter	1	[]	.
s'auto-décrémenter	1	[]	.
s'auto-déconnecter	1	[]	.
s'auto-décharger	1	[]	.
s'auto-décerner	1	[]	.
s'auto-débrayer	1	[]	.
s'auto-critiquer	1	[]	.
s'auto-corriger	1	[]	.
s'auto-contrôler	1	[]	.
s'auto-consacrer	1	[]	.
s'auto-connecter	1	[]	.
s'auto-congratuler	1	[]	.
s'auto-configurer	1	[]	.
s'auto-condenser	1	[]	.
s'auto-compenser	1		Compenser par soi-même, sans avoir besoin d'une compensation extérieure.
s'auto-commercialiser	1	[]	.
s'auto-colmater	1	[]	.
s'auto-coller	1	[]	.
s'auto-clore	1	[]	.
s'auto-classifier	1	[]	.
s'auto-centrer	1	[]	.
s'auto-célébrer	1	[]	.
s'auto-catégoriser	1	[]	.
s'auto-calibrer	1	[]	.
s'auto-cabrer	1	[]	.
s'auto-bronzer	1	[]	.
s'auto-bonifier	1	[]	.
s'auto-bombarder	1	[]	.
s'auto-bloquer	1	[]	.
s'auto-attribuer	1	[]	.
s'auto-assurer	1	[]	.
s'auto-archiver	1	[]	.
s'auto-approvisionner	1	[]	.
s'auto-approuver	1	[]	.
s'auto-apprendre	1	[]	.
s'auto-apprécier	1	[]	.
s'auto-ancrer	1	[]	.
s'auto-analyser	1	[]	.
s'auto-alimenter	1	[]	.
s'auto-ajuster	1	[]	.
s'auto-ajouter	1	[]	.
s'auto-affirmer	1	[]	.
s'auto-administrer	1	[]	.
s'auto-adhérer	1	[]	.
s'auto-activer	1	[]	.
s'auto-accuser	1	[]	.
s'autistiser	1	[]	.
s'authentifier	1	[]	.
s'autarciser	1	[]	.
s'auto-copier	1	[]	.
s'auréoler	1	[]	.
s'attroupailler	1	[]	.
s'attriquer	1	[]	.
s'attiédir	1	[]	.
s'attendre	1	[]	.
s'attaquer	1	[]	.
s'atriquer	1	[]	.
s'atonaliser	1	[]	.
s'atmosphériser	1	[]	.
s'atlantiser	1	[]	.
s'atinter	1	[]	.
s'athlétiser	1	[]	.
s'athéniser	1	[]	.
s'atemporaliser	1	[]	.
s'ataviser	1	[]	.
s'asymptotiser	1	[]	.
s'astrologiser	1	[]	.
s'astreindre	1	[]	.
s'astiner	1	[]	.
s'assyriser	1	[]	.
s'assujettir	1	[]	.
s'assoter	1	[]	.
s'assortir	1	[]	.
s'assommeiller	1	[]	.
s'assire	1	[]	.
s'assembler	1	[]	.
s'assécher	1	[]	.
s'assagir	1	[]	.
s'assabler	1	[]	.
s'asocialiser	1	[]	.
s'asiniser	1	[]	.
s'asinifier	1	[]	.
s'asiler	1	[]	.
s'asiatiser	1	[]	.
s'asianiser	1	[]	.
s'asexuer	1	[]	.
s'ascétiser	1	[]	.
s'aréner	1	[]	.
s'arythmiser	1	[]	.
s'artisanaliser	1	[]	.
s'articuler	1	[]	.
s'arthritiser	1	[]	.
s'arroeiller	1	[]	.
s'arrioler	1	[]	.
s'arreuiller	1	[]	.
s'arrérager	1	[]	.
s'aroutiner	1	[]	.
s'aromatiser	1	[]	.
s'arœiller	1	[]	.
s'armoricaniser	1	[]	.
s'arméniser	1	[]	.
s'aristotélicianiser	1	[]	.
s'aristophaniser	1	[]	.
s'aristocratiser	1	[]	.
s'aridiser	1	[]	.
s'argiliser	1	[]	.
s'aréniser	1	[]	.
s'architecturaliser	1	[]	.
s'archi-démocratiser	1	[]	.
s'archangéliser	1	[]	.
s'arbouter	1	[]	.
s'arboriser	1	[]	.
s'araméiser	1	[]	.
s'aragoniser	1	[]	.
s'arabophoniser	1	[]	.
s'aquitaniser	1	[]	.
s'aquatiser	1	[]	.
s'approximer	1	[]	.
s'approvisionner	1	[]	.
s'approfondir	1	[]	.
s'apprêter	1	[]	.
s'apprendre	1	[]	.
s'appointer	1	[]	.
s'appiétrir	1	[]	.
s'appiler	1	[]	.
s'apparesser	1	[]	.
s'apothéotiser	1	[]	.
s'apothéoser	1	[]	.
s'aposter	1	[]	.
s'apoplectiser	1	[]	.
s'apoltronnir	1	[]	.
s'apologétiser	1	[]	.
s'apolitiser	1	[]	.
s'apocopiser	1	[]	.
s'aplanir	1	[]	.
s'apicaliser	1	[]	.
s'aphoniser	1	[]	.
s'apéritiviser	1	[]	.
s'apathiser	1	[]	.
s'apapelardir	1	[]	.
s'apaiser	1	[]	.
s'aoûter	1	[]	.
s'aouter	1	[]	.
s'anxiolytiser	1	[]	.
s'antisocialiser	1	[]	.
s'antipathiser	1	[]	.
s'antinomiser	1	[]	.
s'antifler	1	[]	.
s'antidémocratiser	1	[]	.
s'anticycloniser	1	[]	.
s'anticonstitutionnaliser	1	[]	.
s'anticléricaliser	1	[]	.
s'antiaméricaniser	1	[]	.
s'anti-occidentaliser	1	[]	.
s'anti-européaniser	1	[]	.
s'anti-démocratiser	1	[]	.
s'anti-anaphylactiser	1	[]	.
s'anthroponymiser	1	[]	.
s'anthropologiser	1	[]	.
s'anthropocentrer	1	[]	.
s'anthropiser	1	[]	.
s'antéverser	1	[]	.
s'antérioriser	1	[]	.
s'antalgiser	1	[]	.
s'antagoniser	1	[]	.
s'anostomoser	1	[]	.
s'anorexiser	1	[]	.
s'anonchalir	1	[]	.
s'anomaliser	1	[]	.
s'anodiniser	1	[]	.
s'anoblir	1	[]	.
s'annoncer	1	[]	.
s'annihiler	1	[]	.
s'anneler	1	[]	.
s'annamitiser	1	[]	.
s'ankyloser	1	[]	.
s'animiser	1	[]	.
s'anhydriser	1	[]	.
s'angulariser	1	[]	.
s'angoliser	1	[]	.
s'angoisser	1	[]	.
s'anglosaxoniser	1	[]	.
s'anglophobiser	1	[]	.
s'anglophiliser	1	[]	.
s'anglo-saxoniser	1	[]	.
s'anglichiser	1	[]	.
s'anglicaniser	1	[]	.
s'androgyniser	1	[]	.
s'andiniser	1	[]	.
s'ancrer	1	[]	.
s'ancienniser	1	[]	.
s'analyser	1	[]	.
s'anachorétiser	1	[]	.
s'anaboliser	1	[]	.
s'amplifier	1	[]	.
s'amphotériser	1	[]	.
s'amphiboliser	1	[]	.
s'amourer	1	[]	.
s'amortir	1	[]	.
s'amoriser	1	[]	.
s'amorcer	1	[]	.
s'amonceler	1	[]	.
s'ammoniser	1	[]	.
s'ammonifier	1	[]	.
s'ammoniacaliser	1	[]	.
s'amishiser	1	[]	.
s'amincir	1	[]	.
s'amerloquiser	1	[]	.
s'amenuiser	1	[]	.
s'amener	1	[]	.
s'amender	1	[]	.
s'ambiantiser	1	[]	.
s'amateuriser	1	[]	.
s'amasser	1	[]	.
s'amariner	1	[]	.
s'amancher	1	[]	.
s'amalgamer	1	[]	.
s'alzheimeriser	1	[]	.
s'altruiser	1	[]	.
s'alterniser	1	[]	.
s'altermondialiser	1	[]	.
s'altérer	1	[]	.
s'alsacianiser	1	[]	.
s'alourdir	1	[]	.
s'alonger	1	[]	.
s'allogéniser	1	[]	.
s'allochtoniser	1	[]	.
s'alkyler	1	[]	.
s'alimentariser	1	[]	.
s'alester	1	[]	.
s'alentir	1	[]	.
s'alémaniser	1	[]	.
s'aldoliser	1	[]	.
s'alcooliser	1	[]	.
s'albioniser	1	[]	.
s'alarmer	1	[]	.
s'alaouitiser	1	[]	.
s'alangourer	1	[]	.
s'alaindeloniser	1	[]	.
s'ajouter	1	[]	.
s'ajourner	1	[]	.
s'airbnbiser	1	[]	.
s'aiguiller	1	[]	.
s'aigriser	1	[]	.
s'aigrir	1	[]	.
s'aider	1	[]	.
s'aguiller	1	[]	.
s'agricoliser	1	[]	.
s'agréger	1	[]	.
s'agréabiliser	1	[]	.
s'agrariser	1	[]	.
s'agourmandir	1	[]	.
s'agourmander	1	[]	.
s'agoffer	1	[]	.
s'agnostiser	1	[]	.
s'agnatiser	1	[]	.
s'aglétir	1	[]	.
s'agglutiner	1	[]	.
s'agglomérer	1	[]	.
s'agencer	1	[]	.
s'agatiser	1	[]	.
s'agaillardir	1	[]	.
s'agacer	1	[]	.
s'aftershaver	1	[]	.
s'after-shaver	1	[]	.
s'afro-américaniser	1	[]	.
s'afistoler	1	[]	.
s'affricher	1	[]	.
s'affriander	1	[]	.
s'affoucher	1	[]	.
s'affolir	1	[]	.
s'affliger	1	[]	.
s'affistoler	1	[]	.
s'affirmer	1	[]	.
s'affiner	1	[]	.
s'affainéantir	1	[]	.
s'affadir	1	[]	.
s'affabiliser	1	[]	.
s'aérosoliser	1	[]	.
s'aérodynamiser	1	[]	.
s'aérer	1	[]	.
s'adynamiser	1	[]	.
s'adultériser	1	[]	.
s'adulescentiser	1	[]	.
s'adosser	1	[]	.
s'adolescenter	1	[]	.
s'administrer	1	[]	.
s'administratiser	1	[]	.
s'adjuger	1	[]	.
s'adéquatiser	1	[]	.
s'additionner	1	[]	.
s'addictiser	1	[]	.
s'addicter	1	[]	.
s'adamiser	1	[]	.
s'actuer	1	[]	.
s'activer	1	[]	.
s'acraser	1	[]	.
s'acquérir	1	[]	.
s'acoustiser	1	[]	.
s'acousmatiser	1	[]	.
s'acnéiser	1	[]	.
s'acidifier	1	[]	.
s'achromiser	1	[]	.
s'achopper	1	[]	.
s'achevaler	1	[]	.
s'acheminer	1	[]	.
s'acétiser	1	[]	.
s'acétaliser	1	[]	.
s'acculer	1	[]	.
s'accroitre	1	[]	.
s'accréditer	1	[]	.
s'accoutrer	1	[]	.
s'accoter	1	[]	.
s'accoster	1	[]	.
s'accomplir	1	[]	.
s'acclimater	1	[]	.
s'accentuer	1	[]	.
s'accagnarder	1	[]	.
s'acalifourchonner	1	[]	.
s'acadianiser	1	[]	.
s'académiser	1	[]	.
s'absinther	1	[]	.
s'abriller	1	[]	.
s'abréger	1	[]	.
s'abracadabrantiser	1	[]	.
s'abouser	1	[]	.
s'abougrir	1	[]	.
s'abordabiliser	1	[]	.
s'abonnir	1	[]	.
s'abnéguer	1	[]	.
s'ablutionner	1	[]	.
s'abiauger	1	[]	.
s'abeurver	1	[]	.
s'abêtifier	1	[]	.
s'abandouner	1	[]	.
s'abader	1	[]	.
s'a-sexualiser	1	[]	.
se suranner	1	[]	.
se squelettiser	1	[]	.
s'amateloter	1	[]	.
se mésentendre	1	[]	.
s'entr'ouvrir	1	[]	.
s'entr'user	1	[]	.
s'entrouvrir	1	[]	.
s'entr'outrager	1	[]	.
s'entr'oublier	1	[]	.
s'entr'offenser	1	[]	.
s'entr'injurier	1	[]	.
s'entr'incommoder	1	[]	.
s'entr'immoler	1	[]	.
s'entr'honorer	1	[]	.
s'entr'exciter	1	[]	.
s'entr'étouffer	1	[]	.
s'entr'escroquer	1	[]	.
s'entreregarder	1	[]	.
s'entrenouer	1	[]	.
s'entr'encourager	1	[]	.
s'entr'empêcher	1	[]	.
s'entremesler	1	[]	.
s'entr'embarrasser	1	[]	.
s'entreharder	1	[]	.
s'entrehaïr	1	[]	.
s'entr'égratigner	1	[]	.
s'entr'éclaircir	1	[]	.
s'entrechamailler	1	[]	.
s'entre-visiter	1	[]	.
s'entre-trouver	1	[]	.
s'entre-tromper	1	[]	.
s'entre-toucher	1	[]	.
s'entre-tirer	1	[]	.
s'entre-tâter	1	[]	.
s'entre-talonner	1	[]	.
s'entre-tailler	1	[]	.
s'entre-supporter	1	[]	.
s'entre-soulever	1	[]	.
s'entre-saluer	1	[]	.
s'entre-saisir	1	[]	.
s'entre-ruiner	1	[]	.
s'entre-reprocher	1	[]	.
s'entre-rencontrer	1	[]	.
s'entre-regarder	1	[]	.
s'entre-régaler	1	[]	.
s'entre-recevoir	1	[]	.
s'entre-rafraîchir	1	[]	.
s'entre-raboter	1	[]	.
s'entre-quitter	1	[]	.
s'entre-quereller	1	[]	.
s'entre-prêter	1	[]	.
s'entre-presser	1	[]	.
s'entre-pousser	1	[]	.
s'entre-poursuivre	1	[]	.
s'entre-plaider	1	[]	.
s'entre-piller	1	[]	.
s'entre-picoter	1	[]	.
s'entre-persécuter	1	[]	.
s'entre-percer	1	[]	.
s'entre-parler	1	[]	.
s'entre-pardonner	1	[]	.
s'entre-nouer	1	[]	.
s'entre-moquer	1	[]	.
s'entre-mesurer	1	[]	.
s'entre-manger	1	[]	.
s'entre-lier	1	[]	.
s'entre-laisser	1	[]	.
s'entre-jurer	1	[]	.
s'entre-jeter	1		Se jeter de l'un à l'autre.
s'entre-influencer	1	[]	.
s'entre-harceler	1	[]	.
s'entre-happer	1	[]	.
s'entre-hanter	1	[]	.
s'entre-haïr	1	[]	.
s'entre-gronder	1	[]	.
s'entre-greffer	1	[]	.
s'entre-gratter	1	[]	.
s'entre-garder	1	[]	.
s'entre-frotter	1	[]	.
s'entre-froisser	1	[]	.
s'entre-fouetter	1	[]	.
s'entre-flatter	1	[]	.
s'entre-flanquer	1	[]	.
s'entre-festoyer	1	[]	.
s'entre-favoriser	1	[]	.
s'entre-fâcher	1	[]	.
s'entre-égorger	1	[]	.
s'entre-chamailler	1	[]	.
s'entr'avouer	1	[]	.
s'entr'attaquer	1	[]	.
s'entr'assommer	1	[]	.
s'entr'assigner	1	[]	.
s'entr'assassiner	1	[]	.
s'entr'approcher	1	[]	.
s'entr'aiguiser	1	[]	.
s'entr'affronter	1	[]	.
s'entr'admonester	1	[]	.
s'entr'accrocher	1	[]	.
s'entr'accoler	1	[]	.
s'entr'aborder	1	[]	.
s'entradapter	1	[]	.
se zoner	1	[]	.
se zombifier	1	[]	.
se zénifier	1	[]	.
se zenifier	1	[]	.
se wahhabiser	1	[]	.
se wahabiser	1	[]	.
se vousser	1	[]	.
se voltaïser	1	[]	.
se voiser	1	[]	.
se vingtupler	1	[]	.
se viêtnamiser	1	[]	.
se vésiculiser	1	[]	.
se verticiller	1	[]	.
se vert-de-griser	1	[]	.
se vermouler	1	[]	.
se véritabiliser	1	[]	.
se verdir	1	[]	.
se verbigérer	1	[]	.
se venturiser	1	[]	.
se ventrouiller	1	[]	.
se variétiser	1	[]	.
se vanner	1	[]	.
se vacuoliser	1	[]	.
s'universaliser	1	[]	.
s'unfollower	1	[]	.
s'ultramoderniser	1	[]	.
s'ultracondenser	1	[]	.
s'ultra-moderniser	1	[]	.
s'ultra-condenser	1	[]	.
s'ulcérer	1	[]	.
se turbopropulser	1	[]	.
se tunisifier	1	[]	.
se tubériser	1	[]	.
se tubérifier	1	[]	.
se trotter	1	[]	.
se trompailler	1	[]	.
se tristifier	1	[]	.
se trisser	1	[]	.
se tripler	1	[]	.
se trinitiser	1	[]	.
se trimériser	1	[]	.
se trilocaliser	1	[]	.
se tricarrer	1	[]	.
se tri-localiser	1	[]	.
se transsubstantifier	1	[]	.
se transsubstantialiser	1	[]	.
se transsexualiser	1	[]	.
se transmuter	1	[]	.
se transloquer	1	[]	.
se transhumaniser	1	[]	.
se trans-sexualiser	1	[]	.
se trancaner	1	[]	.
se traiter	1	[]	.
se trainer	1	[]	.
se trâguer	1	[]	.
se traduire	1	[]	.
se tracasser	1	[]	.
se tourber	1	[]	.
se torsionner	1	[]	.
se torgnioler	1	[]	.
se tolérer	1	[]	.
se toiser	1	[]	.
se tignonner	1	[]	.
se tiers-mondiser	1	[]	.
se tibétiser	1	[]	.
se thermoxider	1	[]	.
se textiliser	1	[]	.
se tétramériser	1	[]	.
se tertiariser	1	[]	.
se tertiairiser	1	[]	.
se territorialiser	1	[]	.
se terminer	1	[]	.
se tendre	1	[]	.
se télescoper	1	[]	.
se télépather	1	[]	.
se tchéquiser	1	[]	.
se taveler	1	[]	.
se taudifier	1	[]	.
se tauder	1	[]	.
se tatamiser	1	[]	.
se tartrer	1	[]	.
se tartir	1	[]	.
se tartiner	1	[]	.
se tartariser	1	[]	.
se taponner	1	[]	.
se tapocher	1	[]	.
se tapisser	1	[]	.
se talibaniser	1	[]	.
se tabasser	1	[]	.
se tabarnaquer	1	[]	.
se syrianiser	1	[]	.
se syphiliser	1	[]	.
se syllabifier	1	[]	.
se surviriliser	1	[]	.
se surtordre	1	[]	.
se surpresser	1	[]	.
se surnourrir	1	[]	.
se surmarcher	1	[]	.
se surinfecter	1	[]	.
se surimpliquer	1	[]	.
se surhumaniser	1	[]	.
se surfondre	1	[]	.
se surengager	1	[]	.
se surconvaincre	1	[]	.
se surcontracter	1	[]	.
se suranimer	1	[]	.
se suraccidenter	1	[]	.
se sur-nourrir	1	[]	.
se sur-humaniser	1	[]	.
se sur-engager	1	[]	.
se sur-contracter	1	[]	.
se supplémentariser	1	[]	.
se superlativiser	1	[]	.
se supercentrer	1	[]	.
se sumériser	1	[]	.
se sulfoner	1	[]	.
se suédiser	1	[]	.
se sucrer	1	[]	.
se sucler	1	[]	.
se suburbaniser	1	[]	.
se sublimiser	1	[]	.
se stratifier	1	[]	.
se stériliser	1	[]	.
se stéréotyper	1	[]	.
se sténoser	1	[]	.
se speeder	1	[]	.
se spectaculariser	1	[]	.
se spasmer	1	[]	.
se sous-vêtir	1	[]	.
se sous-vendre	1	[]	.
se sous-préalimenter	1	[]	.
se sous-nourrir	1	[]	.
se sous-merdiser	1	[]	.
se sous-cadrer	1	[]	.
se soulever	1	[]	.
se souiller	1	[]	.
se somatiser	1	[]	.
se solver	1	[]	.
se solubiliser	1	[]	.
se solidariser	1	[]	.
se solariser	1	[]	.
se solacier	1	[]	.
se solacer	1	[]	.
se socialiser	1	[]	.
se sociabiliser	1	[]	.
se smicardiser	1	[]	.
se situer	1	[]	.
se siniser	1	[]	.
se simplifier	1	[]	.
se similariser	1	[]	.
se silicifier	1	[]	.
se siamiser	1	[]	.
se sextupler	1	[]	.
se sexifier	1	[]	.
se serviliser	1	[]	.
se serbiser	1	[]	.
se séraphiser	1	[]	.
se septupler	1	[]	.
s'entrejoindre	1		Autre orthographe de s'entre-joindre.
se sensibiliser	1	[]	.
se sémitiser	1	[]	.
se seller	1	[]	.
se seigneurifier	1	[]	.
se séguer	1	[]	.
se ségréger	1	[]	.
se sédimenter	1	[]	.
se sédentariser	1	[]	.
se scroutcher	1	[]	.
se scissionner	1	[]	.
se scientifiser	1	[]	.
se schwarzeneggeriser	1	[]	.
se schtroumpfer	1	[]	.
se schnouffer	1	[]	.
se schnoufer	1	[]	.
se scandinaviser	1	[]	.
se sansouiller	1	[]	.
se sanscritiser	1	[]	.
se sanguifier	1	[]	.
se sangler	1	[]	.
se sanger	1	[]	.
se saliniser	1	[]	.
se salariser	1	[]	.
se salafiser	1	[]	.
se saisonnaliser	1	[]	.
se saintciboiriser	1	[]	.
se saint-ciboiriser	1	[]	.
se sailler	1	[]	.
se sacrifier	1	[]	.
se sacrer	1	[]	.
se sacréfier	1	[]	.
se sacraliser	1	[]	.
se rupturer	1	[]	.
se ruiner	1	[]	.
se rudéraliser	1	[]	.
se royaumer	1	[]	.
se rouvrir	1	[]	.
se routiner	1	[]	.
se rouler	1	[]	.
se roter	1	[]	.
se rosifier	1	[]	.
se roidir	1	[]	.
se robinsoniser	1	[]	.
se ripatonner	1	[]	.
se rhotaciser	1	[]	.
se rezombifier	1	[]	.
se revorcer	1	[]	.
se révolter	1	[]	.
se revolatiliser	1	[]	.
se revoir	1	[]	.
se reviander	1	[]	.
se revexer	1	[]	.
se rêver	1	[]	.
se revanner	1	[]	.
se réuniversaliser	1	[]	.
se réulcérer	1	[]	.
se rétroverser	1	[]	.
se retrombiner	1	[]	.
se rétrillonner	1	[]	.
se retremper	1	[]	.
se retransmuter	1	[]	.
se retransloquer	1	[]	.
se retracasser	1	[]	.
se retortiller	1	[]	.
se retolérer	1	[]	.
se retextiliser	1	[]	.
se reterritorialiser	1	[]	.
se reterrer	1	[]	.
se reterminer	1	[]	.
se retélescoper	1	[]	.
se retchéquiser	1	[]	.
se retartiner	1	[]	.
se retapocher	1	[]	.
se rétamer	1	[]	.
se retalibaniser	1	[]	.
se rétaler	1	[]	.
se retaire	1	[]	.
se resyphiliser	1	[]	.
se resyndiquer	1	[]	.
se resustenter	1	[]	.
se resulfoner	1	[]	.
se resuicider	1	[]	.
se resucrer	1	[]	.
se restriquer	1	[]	.
se resténoser	1	[]	.
se ressourcer	1	[]	.
se resservir	1	[]	.
se ressaisir	1	[]	.
se respeeder	1	[]	.
se respécialiser	1	[]	.
se resourcer	1	[]	.
se resoûler	1	[]	.
se resouler	1	[]	.
se resouiller	1	[]	.
se résorber	1	[]	.
se resomatiser	1	[]	.
se résolver	1	[]	.
se resolubiliser	1	[]	.
se resocialiser	1	[]	.
se resociabiliser	1	[]	.
se resimplifier	1	[]	.
se resilicifier	1	[]	.
se reserbiser	1	[]	.
se resensibiliser	1	[]	.
se resémitiser	1	[]	.
se reséguer	1	[]	.
se reségréger	1	[]	.
se resédimenter	1	[]	.
se resédentariser	1	[]	.
se reschtroumpfer	1	[]	.
se resaliniser	1	[]	.
se resaisonnaliser	1	[]	.
se rerusher	1	[]	.
se reruiner	1	[]	.
se reruer	1	[]	.
se rerouler	1	[]	.
se rerhabiller	1	[]	.
se rerévolter	1	[]	.
se rerétracter	1	[]	.
se reretourner	1	[]	.
en boucle	1		De façon répétitive sans fin.
se multimédiatiser	1	[]	.
reblochonner	1	[]	Retraire.
reblochonner	2	['diafrequential:rare']	Manger du reblochon&lt;ref&gt;&lt;/ref&gt;.
reblochoner	1	[]	Retraire&lt;ref&gt;http://www.fromagerie-boujon.com/fromage-Reblochon-AOC,65&lt;/ref&gt;.
reblochoner	2	[]	Manger du reblochon.
intermettre	1	[]	Interrompre.
co-enseigner	1		Enseigner ensemble.
coenseigner	1		Enseigner ensemble.
se bucher	1	[]	.
racailler	1		agir comme une racaille
illec	1	[]	Là-bas, là.
s'odoriser	1	[]	.
provisionnellement	1		Provisoirement.
se rasseoir	1	[]	.
gustativement	1		En ce qui concerne le goût d'une chose ; du point de vue du goût.
hémorrager	1		Être victime d'hémorragie.
flasquifier	1		Devenir flasque, se rendre flasque.
se flasquifier	1		Devenir flasque, se rendre flasque.
entrébranler	1		Variante orthographique de entr'ébranler.
s'entrébranler	1		Variante orthographique de s'entr'ébranler.
en chœur	1		Ensemble
grisement	1		Glauquement, en gris.
se la faire crème	1		Prendre du bon temps, ne pas se soucier.
aquagymer	1		Pratiquer l'aquagym.
aquagymer	2	[]	Pratiquer l'aquagym pour faire évoluer (son corps ou une partie de son corps).
exbigner	1		Variante orthographique de esbigner.
s'acéphaliser	1	[]	.
voler la vedette	1	[]	Accaparer l'attention du public au détriment de celui ou de celle qui devait en bénéficier.
se chitiniser	1	[]	.
morger	1	[]	Action de faire le morgeage, d'appliquer la morge pour l'affinage du fromage.
lâcher la détente	1		Faire partir le coup d'une arme à feu en pressant sur la queue de détente.
tirer au cul	1		Paresser, éviter les corvées.
tétriner	1		Pousser un cri rauque et aigu comme les canards.
désinerter	1		Rompre l'inertage.
rarissimiser	1		Rendre rarissime.
rarissimiser	2	[]	Devenir rarissime.
écuméniquement	1		Variante orthographique de œcuméniquement.
prouvablement	1		De manière prouvable.
lâcher Médor	1	[]	Péter.
avoir du flair	1	[]	Faire preuve de finesse ou de goût.
twerker	1		Danser le twerk.
aligner les flûtes	1	[]	Synonyme de &quot;accorder les flûtes&quot; ou &quot;ajuster les flûtes&quot;.
agatifier	1	['domain:minéralogie']	Transformer en agate.
agatifier	2	[]	Se transformer en agate, prendre l'aspect de l'agate.
agaçouiller	1	[]	Agacer.
citoyennement	1		De façon citoyenne, à la manière d'un citoyen.
sur l'ongle	1	[]	Parfaitement, complètement.
emblématiquement	1		De manière emblématique.
méthodologiquement	1		De manière méthodologique.
syndicalement	1		De manière syndicale.
progénérer	1		Engendrer une descendance.
pomoyer	1		Orthographe (ancienne) de paumoyer.
réépouiller	1		Épouiller à nouveau.
immémorablement	1		De manière immémorable
en louzdé	1		Variante orthographique de en loucedé.
innocentemente	1	[]	Innocemment, indique un mouvement modéré et un caractère simple et sans ornements.
ratichonner	1		Se comporter comme un ratichon.
cacophoniquement	1		De manière cacophonique.
par la force des choses	1		Inévitablement, résultant de la situation initiale.
claquer entre les doigts	1		Mourir près de quelqu'un.
macroscopiquement	1		De manière macroscopique.
se faire des nœuds au cerveau	1	[]	Réfléchir intensément, peut-être trop.
comme dans du beurre	1	['attitudinal:familier']	Très facilement.
tenir compagnie	1		Accompagner quelqu'un en lui étant agréable, souvent pour ne pas qu'il s'ennuie, parfois contre rémunération.
se fractionner	1	[]	.
comment l'enfant se présente	1	[]	Pour évaluer une situation.
faire l'hélicoptère	1		Pratique sexuelle ou ludique consistant à faire tourner son pénis de manière circulaire.
subérifier	1		Former du suber.
déloter	1	[]	Désassembler les lots de produits pour les vendre à l'unité, comme s'ils n'avaient jamais été regroupés par lots.
rétrocommissionner	1		Verser une rétrocommission à quelqu'un.
